gender,age,senior_citizen,partner,dependents,number_of_dependents,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value,churn_label,customer_value_proxy,value_segment,tenure_group,num_additional_services
Female,58,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,118.65,17.9,8477.6,0.0,0,1270.9,9748.5,71,Yes,21,Yes,Offer A,No,0,3,4296,0,Stayed,8424.15,High Value,49-72 Bulan (Sangat Loyal),7
Female,79,Yes,Yes,No,0,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,79.6,25.84,2718.3,0.0,0,878.56,3596.86,34,Yes,15,Yes,Offer C,Yes,1,1,3980,1,Churned,2706.3999999999996,Medium Value,13-48 Bulan (Loyal),1
Female,46,No,No,No,0,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Cable,Two Year,Yes,Mailed check,66.9,13.91,4577.9,0.0,0,959.79,5537.69,69,Yes,7,Yes,Offer A,No,0,3,5059,0,Stayed,4616.1,High Value,49-72 Bulan (Sangat Loyal),3
Female,63,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,69.05,29.87,651.5,0.0,0,268.83,920.33,9,No,5,Yes,Offer E,No,0,3,5121,0,Stayed,621.4499999999999,Low Value,0-12 Bulan (Baru),0
Male,40,No,Yes,No,0,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,50.35,0.0,50.35,0.0,0,0.0,50.35,1,No,20,Yes,Offer E,Yes,1,1,4526,1,Churned,50.35,Low Value,0-12 Bulan (Baru),4
Male,25,No,No,No,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,61.65,39.85,1393.6,0.0,0,836.85,2230.45,21,No,52,Yes,Offer D,No,0,4,2926,0,Stayed,1294.6499999999999,Medium Value,13-48 Bulan (Loyal),3
Female,63,No,No,Yes,1,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,56.0,27.04,764.55,0.0,0,351.52,1116.07,13,No,10,Yes,No Offer,No,0,3,5156,0,Stayed,728.0,Low Value,13-48 Bulan (Loyal),2
Male,54,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),69.15,21.12,488.65,0.0,0,147.84,636.49,7,No,7,Yes,No Offer,No,0,3,4320,0,Stayed,484.05000000000007,Low Value,0-12 Bulan (Baru),0
Female,62,No,No,No,0,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,25.25,0.0,58.9,0.0,0,0.0,58.9,3,No,27,Yes,No Offer,No,0,1,2088,1,Churned,75.75,Low Value,0-12 Bulan (Baru),0
Male,78,Yes,No,No,0,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,One Year,Yes,Electronic check,53.5,28.44,3035.8,0.0,0,1621.08,4656.88,57,No,24,Yes,Offer B,No,0,4,5521,0,Stayed,3049.5,High Value,49-72 Bulan (Sangat Loyal),2
Female,68,Yes,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),89.7,3.96,1047.7,0.0,0,43.56,1091.26,11,No,27,Yes,No Offer,No,0,2,2202,1,Churned,986.7,Medium Value,0-12 Bulan (Baru),2
Female,48,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,20.15,31.85,387.7,2.97,0,605.15,989.88,19,No,0,No,Offer D,Yes,1,3,4246,0,Stayed,382.84999999999997,Low Value,13-48 Bulan (Loyal),0
Female,70,Yes,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.75,18.15,7629.85,0.0,80,1306.8,9016.65,72,Yes,16,No,Offer A,Yes,7,5,5832,0,Stayed,7614.0,High Value,,5
Male,63,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Mailed check,84.35,30.8,3858.05,0.0,0,1386.0,5244.05,45,No,3,Yes,Offer B,Yes,3,3,3403,0,Stayed,3795.7499999999995,High Value,13-48 Bulan (Loyal),7
Female,70,Yes,Yes,No,0,No,Yes,No,Yes,No,No,Yes,Yes,No,DSL,Two Year,Yes,Credit card (automatic),49.45,0.0,2907.55,0.0,40,0.0,2947.55,60,No,22,No,No Offer,Yes,3,3,4277,0,Stayed,2967.0,Medium Value,49-72 Bulan (Sangat Loyal),3
Male,53,No,No,No,0,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,79.9,9.46,3313.4,23.47,0,397.32,3687.25,42,Yes,14,Yes,No Offer,No,0,4,2583,0,Stayed,3355.8,High Value,13-48 Bulan (Loyal),1
Female,26,No,No,Yes,2,No,Yes,No,Yes,Yes,No,No,Yes,Yes,DSL,Month-to-Month,No,Credit card (automatic),45.55,0.0,2108.35,0.0,0,0.0,2108.35,48,No,48,Yes,Offer B,No,0,3,4106,0,Stayed,2186.3999999999996,Medium Value,49-72 Bulan (Sangat Loyal),4
Female,63,No,No,No,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Cable,Two Year,Yes,Mailed check,64.75,27.0,3617.1,0.0,0,1485.0,5102.1,55,No,20,Yes,Offer B,No,0,3,4634,0,Stayed,3561.25,High Value,49-72 Bulan (Sangat Loyal),4
Female,58,No,No,No,0,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,79.55,32.13,79.55,0.0,10,32.13,121.68,1,No,15,No,No Offer,No,0,2,5082,1,Churned,79.55,Low Value,0-12 Bulan (Baru),1
Female,42,No,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),93.55,43.8,536.4,0.0,0,262.8,799.2,6,Yes,5,Yes,Offer E,No,0,2,5617,1,Churned,561.3,Low Value,0-12 Bulan (Baru),3
Male,59,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Mailed check,18.95,49.74,185.6,0.0,0,447.66,633.26,9,No,0,No,Offer E,No,0,3,5403,1,Churned,170.54999999999998,Low Value,0-12 Bulan (Baru),0
Female,45,No,No,No,0,No,Yes,No,Yes,No,No,No,Yes,Yes,DSL,Month-to-Month,No,Electronic check,40.75,0.0,359.4,0.0,20,0.0,379.4,9,No,21,No,Offer E,No,0,4,2973,0,Stayed,366.75,Low Value,0-12 Bulan (Baru),3
Male,73,Yes,No,No,0,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Electronic check,50.35,18.69,237.25,0.0,0,93.45,330.7,5,No,28,Yes,No Offer,No,0,1,4618,1,Churned,251.75,Low Value,0-12 Bulan (Baru),1
Female,42,No,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Electronic check,78.8,38.53,3460.3,24.9,0,1656.79,5092.19,43,No,27,Yes,No Offer,Yes,1,4,3972,0,Stayed,3388.4,High Value,13-48 Bulan (Loyal),6
Male,26,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Bank transfer (automatic),25.05,45.13,152.95,0.0,0,315.91,468.86,7,Yes,0,No,Offer E,No,0,5,4868,0,Stayed,175.35,Low Value,0-12 Bulan (Baru),0
Male,22,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,No,Credit card (automatic),100.2,33.69,7209.0,0.0,0,2391.99,9600.99,71,No,27,Yes,No Offer,Yes,1,3,5502,0,Stayed,7114.2,High Value,49-72 Bulan (Sangat Loyal),5
Female,68,Yes,Yes,No,0,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Two Year,No,Mailed check,79.3,2.17,2570.0,0.0,0,69.44,2639.44,32,Yes,11,Yes,Offer C,Yes,2,3,5242,0,Stayed,2537.6,Medium Value,13-48 Bulan (Loyal),1
Female,31,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,20.85,11.46,161.65,0.0,0,91.68,253.33,8,No,0,No,No Offer,No,0,5,4249,0,Stayed,166.8,Low Value,0-12 Bulan (Baru),0
Male,21,No,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,108.2,14.19,7840.6,0.0,0,1021.68,8862.28,72,Yes,71,Yes,No Offer,Yes,10,4,4773,0,Stayed,7790.400000000001,High Value,,6
Female,57,No,No,No,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL,One Year,No,Mailed check,74.05,42.58,872.65,48.61,0,510.96,1335.0,12,Yes,22,Yes,No Offer,No,0,3,4149,1,Churned,888.5999999999999,Medium Value,13-48 Bulan (Loyal),4
Female,62,No,No,No,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),107.45,7.54,5680.9,14.76,0,384.54,6050.68,51,Yes,6,Yes,No Offer,No,0,3,5446,0,Stayed,5479.95,High Value,49-72 Bulan (Sangat Loyal),6
Male,27,No,No,No,0,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable,Month-to-Month,Yes,Credit card (automatic),48.95,0.0,1880.85,0.0,0,0.0,1880.85,39,No,48,Yes,No Offer,No,0,1,3080,1,Churned,1909.0500000000002,Medium Value,13-48 Bulan (Loyal),4
Male,59,No,No,No,0,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),75.5,39.63,2018.1,0.0,0,1030.38,3048.48,26,No,29,Yes,Offer C,No,0,4,5184,0,Stayed,1963.0,Medium Value,13-48 Bulan (Loyal),1
Male,49,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Bank transfer (automatic),20.75,17.92,739.9,0.0,0,627.2,1367.1,35,No,0,No,No Offer,No,0,3,5876,0,Stayed,726.25,Low Value,13-48 Bulan (Loyal),0
Male,20,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Mailed check,19.15,30.36,537.35,0.0,0,819.72,1357.07,27,No,0,No,No Offer,No,0,3,4004,0,Stayed,517.05,Low Value,13-48 Bulan (Loyal),0
Male,48,No,No,No,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,69.35,35.64,191.35,0.0,0,106.92,298.27,3,No,6,Yes,No Offer,No,0,2,3520,1,Churned,208.04999999999998,Low Value,0-12 Bulan (Baru),4
Male,26,No,No,No,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),90.7,28.59,1597.25,0.0,0,514.62,2111.87,18,Yes,26,Yes,No Offer,No,0,1,2931,1,Churned,1632.6000000000001,Medium Value,13-48 Bulan (Loyal),3
Male,23,No,No,No,0,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,One Year,No,Electronic check,61.55,38.04,1581.95,0.0,0,989.04,2570.99,26,Yes,73,Yes,No Offer,No,0,3,5156,0,Stayed,1600.3,Medium Value,13-48 Bulan (Loyal),2
Female,68,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Credit card (automatic),109.4,15.3,7227.45,0.0,0,994.5,8221.95,65,Yes,29,Yes,Offer B,Yes,8,3,4452,0,Stayed,7111.0,High Value,49-72 Bulan (Sangat Loyal),5
Male,35,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,89.2,41.85,3645.75,2.21,0,1715.85,5359.39,41,Yes,16,Yes,Offer B,No,0,5,3259,0,Stayed,3657.2000000000003,High Value,13-48 Bulan (Loyal),2
Male,25,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),116.2,33.88,7752.3,0.0,0,2269.96,10022.26,67,Yes,71,Yes,Offer A,No,0,2,4495,1,Churned,7785.400000000001,High Value,49-72 Bulan (Sangat Loyal),7
Male,53,No,Yes,Yes,3,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,88.75,11.39,1885.15,0.0,0,250.58,2135.73,22,Yes,56,Yes,Offer D,Yes,1,4,5585,0,Stayed,1952.5,Medium Value,13-48 Bulan (Loyal),2
Female,39,No,Yes,Yes,2,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Cable,One Year,No,Mailed check,65.8,26.7,4068.0,27.79,20,1708.8,5769.01,64,No,17,No,Offer B,Yes,5,3,4754,0,Stayed,4211.2,High Value,49-72 Bulan (Sangat Loyal),3
Male,71,Yes,Yes,No,0,No,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Credit card (automatic),30.75,0.0,805.1,0.0,140,0.0,945.1,27,No,13,No,No Offer,No,0,1,2927,1,Churned,830.25,Low Value,13-48 Bulan (Loyal),1
Female,48,No,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,96.6,9.95,291.9,0.0,0,29.85,321.75,3,Yes,13,Yes,Offer E,No,0,1,3260,1,Churned,289.79999999999995,Low Value,0-12 Bulan (Baru),3
Female,69,Yes,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,50.55,22.56,50.55,0.0,0,22.56,73.11,1,Yes,2,Yes,No Offer,No,0,1,3357,1,Churned,50.55,Low Value,0-12 Bulan (Baru),0
Female,77,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,No,Electronic check,94.4,38.32,6126.15,0.0,0,2490.8,8616.95,65,No,25,Yes,No Offer,Yes,2,4,5348,0,Stayed,6136.0,High Value,49-72 Bulan (Sangat Loyal),5
Female,37,No,No,No,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.6,35.56,2283.15,0.0,0,853.44,3136.59,24,No,3,Yes,No Offer,No,0,3,3667,0,Stayed,2270.3999999999996,Medium Value,13-48 Bulan (Loyal),4
Female,52,No,No,No,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),56.4,0.0,2928.5,0.0,0,0.0,2928.5,51,No,24,Yes,No Offer,No,0,4,4380,0,Stayed,2876.4,Medium Value,49-72 Bulan (Sangat Loyal),5
Male,67,Yes,Yes,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,95.25,31.7,1233.65,48.09,0,412.1,1597.66,13,Yes,6,Yes,No Offer,Yes,1,1,2982,1,Churned,1238.25,Medium Value,13-48 Bulan (Loyal),3
Female,22,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Mailed check,19.4,46.27,1182.55,0.0,0,2822.47,4005.02,61,No,0,No,No Offer,Yes,3,3,4221,1,Churned,1183.3999999999999,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,24,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),78.85,39.61,5763.15,0.0,0,2851.92,8615.07,72,Yes,85,Yes,Offer A,Yes,2,3,5091,0,Stayed,5677.2,High Value,,6
Female,23,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,Yes,Electronic check,26.3,22.08,1763.55,0.0,0,1523.52,3287.07,69,Yes,0,No,Offer A,Yes,7,4,5418,0,Stayed,1814.7,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,37,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Bank transfer (automatic),20.6,34.94,926.0,0.0,0,1537.36,2463.36,44,No,0,No,No Offer,Yes,1,5,2471,0,Stayed,906.4000000000001,Medium Value,13-48 Bulan (Loyal),0
Female,35,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Credit card (automatic),26.05,31.33,1856.4,0.0,0,2193.1,4049.5,70,Yes,0,No,No Offer,No,0,5,4467,0,Stayed,1823.5,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,42,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Bank transfer (automatic),20.15,3.01,777.35,0.0,0,120.4,897.75,40,No,0,No,No Offer,Yes,1,5,3556,0,Stayed,806.0,Low Value,13-48 Bulan (Loyal),0
Male,21,No,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Cable,Two Year,No,Credit card (automatic),75.35,28.8,4729.3,0.0,0,1756.8,6486.1,61,Yes,52,Yes,No Offer,Yes,10,4,6466,0,Stayed,4596.349999999999,High Value,49-72 Bulan (Sangat Loyal),5
Male,25,No,Yes,No,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),59.95,3.67,1406.0,26.55,140,84.41,1603.86,23,No,69,No,No Offer,Yes,5,4,5379,0,Stayed,1378.8500000000001,Medium Value,13-48 Bulan (Loyal),3
Female,20,No,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),110.15,23.7,7881.2,0.0,0,1706.4,9587.6,72,Yes,85,Yes,Offer A,Yes,5,3,4498,0,Stayed,7930.8,High Value,,6
Male,51,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,86.1,43.2,5215.25,0.0,0,2678.4,7893.65,62,No,23,Yes,No Offer,Yes,2,4,5769,0,Stayed,5338.2,High Value,49-72 Bulan (Sangat Loyal),7
Male,44,No,Yes,Yes,3,No,Yes,Yes,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),39.45,0.0,2021.35,0.0,0,0.0,2021.35,50,No,23,Yes,No Offer,Yes,10,3,6018,0,Stayed,1972.5000000000002,Medium Value,49-72 Bulan (Sangat Loyal),2
Male,66,Yes,Yes,No,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Electronic check,102.1,20.19,6538.45,0.0,0,1292.16,7830.61,64,Yes,8,Yes,No Offer,Yes,2,4,6270,0,Stayed,6534.4,High Value,49-72 Bulan (Sangat Loyal),5
Male,50,No,No,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,Month-to-Month,No,Mailed check,100.75,47.73,4669.2,0.0,0,2243.31,6912.51,47,Yes,25,Yes,No Offer,No,0,3,2508,0,Stayed,4735.25,High Value,13-48 Bulan (Loyal),4
Female,56,No,No,No,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,111.1,46.74,6014.85,0.0,50,2523.96,8588.81,54,Yes,16,No,No Offer,No,0,1,5527,1,Churned,5999.4,High Value,49-72 Bulan (Sangat Loyal),6
Female,64,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Credit card (automatic),20.25,37.35,873.4,0.0,0,1755.45,2628.85,47,No,0,No,No Offer,Yes,8,5,2070,0,Stayed,951.75,Medium Value,13-48 Bulan (Loyal),0
Male,29,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,20.8,49.02,1212.25,0.0,0,2843.16,4055.41,58,No,0,No,Offer B,No,0,4,4758,0,Stayed,1206.4,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,23,No,Yes,Yes,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable,One Year,No,Bank transfer (automatic),77.2,5.39,2753.8,0.0,0,183.26,2937.06,34,Yes,52,Yes,Offer C,No,0,5,3997,0,Stayed,2624.8,Medium Value,13-48 Bulan (Loyal),4
Female,63,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,25.0,39.41,1505.05,0.0,0,2364.6,3869.65,60,Yes,0,No,Offer B,No,0,3,6355,0,Stayed,1500.0,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,51,No,Yes,Yes,3,Yes,Yes,No,No,Yes,No,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),58.35,7.97,740.55,0.0,0,95.64,836.19,12,No,52,Yes,No Offer,Yes,2,4,5068,0,Stayed,700.2,Low Value,13-48 Bulan (Loyal),2
Male,70,Yes,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,105.3,47.17,7299.65,0.0,0,3207.56,10507.21,68,Yes,29,Yes,No Offer,Yes,1,3,6284,1,Churned,7160.4,High Value,49-72 Bulan (Sangat Loyal),4
Male,30,No,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,Two Year,No,Mailed check,69.25,25.74,4447.75,0.0,0,1647.36,6095.11,64,No,51,Yes,No Offer,Yes,4,4,4226,0,Stayed,4432.0,High Value,49-72 Bulan (Sangat Loyal),4
Male,49,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Credit card (automatic),24.85,22.97,493.4,21.32,0,505.34,977.42,22,Yes,0,No,Offer D,No,0,4,3534,0,Stayed,546.7,Low Value,13-48 Bulan (Loyal),0
Female,54,No,No,No,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.2,9.52,999.9,0.0,0,104.72,1104.62,11,No,4,Yes,No Offer,No,0,3,2405,0,Stayed,1036.2,Medium Value,0-12 Bulan (Baru),5
Female,64,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,100.15,32.07,1415.0,0.0,0,481.05,1896.05,15,Yes,28,No,Offer D,No,0,3,2565,0,Stayed,1502.25,Medium Value,13-48 Bulan (Loyal),4
Female,61,No,No,No,0,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),81.0,20.2,389.6,0.0,10,101.0,500.6,5,No,23,No,Offer E,No,0,2,3718,1,Churned,405.0,Low Value,0-12 Bulan (Baru),1
Male,39,No,Yes,No,0,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),48.8,21.34,664.4,0.0,0,298.76,963.16,14,No,24,Yes,Offer D,Yes,4,5,2168,0,Stayed,683.1999999999999,Low Value,13-48 Bulan (Loyal),1
Female,40,No,No,No,0,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,54.4,48.63,1249.25,0.0,0,1118.49,2367.74,23,Yes,11,Yes,No Offer,No,0,3,2989,0,Stayed,1251.2,Medium Value,13-48 Bulan (Loyal),1
Female,58,No,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Electronic check,108.55,29.43,5610.7,0.0,0,1471.5,7082.2,50,Yes,14,Yes,Offer B,Yes,1,2,4274,1,Churned,5427.5,High Value,49-72 Bulan (Sangat Loyal),6
Female,29,No,Yes,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.45,47.76,1451.6,0.0,0,811.92,2263.52,17,Yes,26,Yes,No Offer,Yes,1,3,3670,1,Churned,1452.65,Medium Value,13-48 Bulan (Loyal),2
Male,35,No,No,No,0,Yes,Yes,No,No,Yes,No,No,No,No,Cable,Two Year,No,Credit card (automatic),54.15,49.48,3116.15,0.0,0,2919.32,6035.47,59,Yes,9,Yes,Offer B,No,0,3,4293,0,Stayed,3194.85,High Value,49-72 Bulan (Sangat Loyal),1
Female,60,No,No,No,0,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,55.7,40.66,899.8,0.0,0,609.9,1509.7,15,Yes,8,Yes,Offer D,No,0,2,4519,1,Churned,835.5,Low Value,13-48 Bulan (Loyal),1
Male,36,No,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,One Year,Yes,Electronic check,79.8,27.88,4914.8,0.0,70,1700.68,6685.48,61,Yes,5,No,Offer B,Yes,7,5,6432,0,Stayed,4867.8,High Value,49-72 Bulan (Sangat Loyal),5
Female,27,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Credit card (automatic),26.1,18.57,225.55,0.0,0,185.7,411.25,10,Yes,0,No,Offer D,Yes,10,5,3179,0,Stayed,261.0,Low Value,0-12 Bulan (Baru),0
Female,46,No,No,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),82.45,25.73,5555.3,15.38,0,1775.37,7315.29,69,No,22,Yes,Offer A,No,0,3,4631,0,Stayed,5689.05,High Value,49-72 Bulan (Sangat Loyal),6
Female,65,Yes,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,70.55,16.91,2419.0,0.0,0,591.85,3010.85,35,No,30,Yes,No Offer,No,0,4,5873,0,Stayed,2469.25,Medium Value,13-48 Bulan (Loyal),0
Female,27,No,Yes,No,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,DSL,One Year,Yes,Electronic check,65.65,49.88,3094.65,0.0,0,2394.24,5488.89,48,No,42,Yes,Offer B,Yes,6,3,5427,0,Stayed,3151.2000000000003,High Value,49-72 Bulan (Sangat Loyal),4
Male,22,No,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,No,Credit card (automatic),81.0,2.73,5750.0,0.0,0,196.56,5946.56,72,Yes,59,Yes,No Offer,Yes,8,3,4237,0,Stayed,5832.0,High Value,,6
Male,19,No,Yes,No,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,One Year,No,Electronic check,96.1,30.51,6001.45,0.0,0,1891.62,7893.07,62,Yes,41,Yes,Offer B,Yes,4,4,6139,0,Stayed,5958.2,High Value,49-72 Bulan (Sangat Loyal),4
Male,26,No,No,No,0,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,51.1,34.49,2092.9,0.0,0,1379.6,3472.5,40,No,73,Yes,Offer B,No,0,5,3355,0,Stayed,2044.0,Medium Value,13-48 Bulan (Loyal),1
Male,36,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,45.7,10.41,45.7,0.0,0,10.41,56.11,1,No,17,Yes,No Offer,No,0,3,3571,1,Churned,45.7,Low Value,0-12 Bulan (Baru),0
